frame,updown,date,0
34,0.0,2018-04-13,41.70703887939453
34,0.0,2018-04-16,41.96722030639648
34,0.0,2018-04-17,42.54485321044922
34,0.0,2018-04-18,42.44936752319336
34,0.0,2018-04-19,41.24635314941406
34,0.0,2018-04-20,39.55639266967773
35,1.0,2018-04-16,41.96722030639648
35,1.0,2018-04-17,42.54485321044922
35,1.0,2018-04-18,42.44936752319336
35,1.0,2018-04-19,41.24635314941406
35,1.0,2018-04-20,39.55639266967773
35,1.0,2018-04-23,39.44182968139648
35,1.0,2018-04-24,38.892826080322266
35,1.0,2018-04-25,39.06229782104492
35,1.0,2018-04-26,39.1983528137207
35,1.0,2018-04-27,38.74483489990234
36,0.0,2018-06-06,46.48043823242188
36,0.0,2018-06-07,46.35583114624024
36,0.0,2018-06-08,45.9341049194336
36,0.0,2018-06-11,45.82150268554688
36,0.0,2018-06-12,46.07309341430664
36,0.0,2018-06-13,45.69449996948242
36,0.0,2018-06-14,45.71846389770508
36,0.0,2018-06-15,45.24882507324219
36,0.0,2018-06-18,45.22486114501953
36,0.0,2018-06-19,44.49403762817383
37,-1.0,2018-09-20,52.90729141235352
37,-1.0,2018-09-21,52.33742141723633
37,-1.0,2018-09-24,53.09004592895508
37,-1.0,2018-09-25,53.42668914794922
37,-1.0,2018-09-26,53.00107192993164
37,-1.0,2018-09-27,54.09033584594727
37,-1.0,2018-09-28,54.2802963256836
37,-1.0,2018-10-01,54.64579391479492
37,-1.0,2018-10-02,55.13151550292969
37,-1.0,2018-10-03,55.8023796081543
38,0.0,2018-10-24,51.719459533691406
38,0.0,2018-10-25,52.85200119018555
38,0.0,2018-10-26,52.01041412353516
38,0.0,2018-10-29,51.03416442871094
38,0.0,2018-10-30,51.28904724121094
38,0.0,2018-10-31,52.62596130371094
38,0.0,2018-11-01,53.43389892578125
38,0.0,2018-11-02,49.88958740234375
38,0.0,2018-11-05,48.47331619262695
38,0.0,2018-11-06,48.99750900268555
39,1.0,2018-12-19,38.82178497314453
39,1.0,2018-12-20,37.84212493896485
39,1.0,2018-12-21,36.370235443115234
39,1.0,2018-12-24,35.4291877746582
39,1.0,2018-12-26,37.924163818359375
39,1.0,2018-12-27,37.67805099487305
39,1.0,2018-12-28,37.69734954833984
39,1.0,2018-12-31,38.06170272827149
39,1.0,2019-01-02,38.10513687133789
39,1.0,2019-01-03,34.30958938598633
40,0.0,2019-03-19,45.20159530639648
40,0.0,2019-03-20,45.596588134765625
40,0.0,2019-03-21,47.27592468261719
40,0.0,2019-03-22,46.296913146972656
40,0.0,2019-03-25,45.73714065551758
40,0.0,2019-03-26,45.26459884643555
40,0.0,2019-03-27,45.67170333862305
40,0.0,2019-03-28,45.73229598999024
40,0.0,2019-03-29,46.03034973144531
40,0.0,2019-04-01,46.34295654296875
41,-1.0,2019-04-22,49.56351089477539
41,-1.0,2019-04-23,50.27837371826172
41,-1.0,2019-04-24,50.20083236694336
41,-1.0,2019-04-25,49.74525833129883
41,-1.0,2019-04-26,49.50777816772461
41,-1.0,2019-04-29,49.582889556884766
41,-1.0,2019-04-30,48.62812042236328
41,-1.0,2019-05-01,51.01506042480469
41,-1.0,2019-05-02,50.68307113647461
41,-1.0,2019-05-03,51.313133239746094
42,0.0,2019-05-07,49.1588249206543
42,0.0,2019-05-08,49.16851425170898
42,0.0,2019-05-09,48.640235900878906
42,0.0,2019-05-10,47.96640396118164
42,0.0,2019-05-13,45.178619384765625
42,0.0,2019-05-14,45.8938102722168
42,0.0,2019-05-15,46.443580627441406
42,0.0,2019-05-16,46.23924255371094
42,0.0,2019-05-17,45.97652053833008
42,0.0,2019-05-20,44.5388298034668
43,1.0,2019-05-20,44.5388298034668
43,1.0,2019-05-21,45.39268493652344
43,1.0,2019-05-22,44.46342849731445
43,1.0,2019-05-23,43.70444488525391
43,1.0,2019-05-24,43.536598205566406
43,1.0,2019-05-28,43.3565788269043
43,1.0,2019-05-29,43.14981460571289
43,1.0,2019-05-30,43.37361526489258
43,1.0,2019-05-31,42.5878791809082
43,1.0,2019-06-03,42.15730667114258
44,0.0,2019-05-24,43.536598205566406
44,0.0,2019-05-28,43.3565788269043
44,0.0,2019-05-29,43.14981460571289
