,indicator,1,2,3,4,5,6
353,0,121.701074003,122.186807703,122.862473191,123.644008801,123.797659256,124.417316676
354,1,122.960016448,123.465576013,123.03931991,122.622976739,121.829942128,121.701074003
355,0,129.066382954,128.570736322,128.471606995,128.719430311,128.570736322,128.570736322
356,-1,128.729343244,128.768994975,128.679778581,128.347695338,128.848298436,129.334032135
357,0,127.334562537,127.344458749,127.433524659,127.522590569,128.126259514,128.067871862
358,1,129.511729224,127.058458216,126.513176923,125.414697368,125.523555702,125.385008731
359,0,135.75623913,135.677069432,135.597899734,135.182258821,132.480592888,132.213395158
360,-1,132.193602733,134.10357169,135.033815638,135.093192912,135.479145188,135.75623913
361,0,131.144604239,131.233670149,132.233187582,132.154017884,130.25394514,130.046124683
362,1,130.936783782,131.203981512,131.263358785,131.28315121,131.006057268,129.937365311
363,0,130.907095146,131.728480759,130.986165881,130.441973172,130.620006029,131.144604239
364,-1,132.935818649,132.752738723,133.153535318,133.371251987,133.440525472,133.490006533
365,0,131.975985027,132.282668643,132.342144879,132.144121672,132.129277354,132.495437206
366,1,132.064951975,131.86702773,131.1940853,131.599830001,131.1940853,130.288581882
367,0,132.797271678,132.826960315,133.193120167,133.054573196,133.301978501,133.282186077
368,-1,132.846752739,132.797271678,132.826960315,133.193120167,133.054573196,133.301978501
369,0,121.535382181,121.792683698,121.723410213,121.762995061,121.772891274,121.792683698
370,1,119.180083674,118.675376851,118.833716247,118.794131398,117.992538209,117.626378357
371,0,119.74416777,119.556139738,119.679842391,119.476871078,120.110327622,119.763960195
372,-1,119.546243526,119.74416777,119.556139738,119.679842391,119.476871078,120.110327622
373,0,117.764925328,117.567001083,117.359180627,118.04201927,117.853991238,118.249839726
374,1,118.902989732,119.051432915,119.219668523,117.764925328,117.567001083,117.359180627
375,0,121.812476123,121.733306425,121.04057157,120.931713236,121.080156419,121.48590112
376,-1,118.744650337,120.169704895,120.892128387,121.050467782,121.762995061,122.119258701
377,0,119.754063982,118.487348819,118.432919652,118.615999578,119.16029125,119.021744279
378,1,120.209289744,119.853026104,119.74416777,119.754063982,118.487348819,118.432919652
379,0,122.238013248,122.257805672,121.545278393,121.515589756,121.198910965,121.119741268
380,-1,123.564105684,123.524520835,123.008928179,123.781822353,124.75165115,124.850613272
381,0,120.229082169,119.991573075,120.140016259,119.83323368,119.170187462,120.966349978
382,1,118.338905636,118.299320787,118.418075334,118.744650337,118.754546549,117.923264723
383,0,120.001469288,120.743685204,120.466591262,120.298355654,120.436902625,120.496279898
384,-1,118.794131398,118.843612459,118.635792002,120.199393532,121.020779146,121.109845055
385,0,119.56603595,119.496762465,119.74416777,119.793648831,119.694686709,118.754546549
386,1,116.409144255,116.181531374,115.548173792,115.567966217,115.00388212,114.904919998
387,0,119.165239356,119.991573075,120.10043141,120.10043141,117.289907141,117.784717752
388,-1,117.230529868,118.393334803,119.605620799,119.165239356,119.991573075,120.10043141
389,0,117.15136017,116.349766981,117.329393028,117.230529868,118.393334803,119.605620799
390,1,118.289424575,118.378490485,118.061811694,117.388869264,117.15136017,116.349766981
391,0,119.447281404,119.74416777,119.754063982,119.338423069,119.07122534,120.704100355
392,-1,124.959570568,125.949092827,126.463695862,126.918921624,126.463695862,126.968402685
393,0,120.301324518,121.515589756,123.207941007,124.123241674,124.524038269,124.365698873
394,1,121.723410213,122.302338627,121.48590112,121.505693544,119.942092014,119.595724587
395,0,120.031157924,121.723410213,122.302338627,121.48590112,121.505693544,119.942092014
396,-1,118.754546549,118.853508671,120.733788991,120.031157924,121.723410213,122.302338627
397,0,119.100913976,118.576414729,119.674894285,119.308734433,118.507141244,118.754546549
398,1,119.150395037,119.100913976,118.576414729,119.674894285,119.308734433,118.507141244
399,0,122.734209328,122.92085189,121.852060971,121.179118541,120.001469288,119.496762465
400,-1,122.663550373,122.991609808,122.92085189,123.663067806,123.702652655,123.821407202
401,0,120.961401872,122.668498479,123.118776135,122.663550373,122.991609808,122.92085189
402,1,124.454764783,124.019331446,124.464660995,123.0099178,121.931230669,120.961401872
403,0,123.801614777,123.999539021,124.454764783,124.019331446,124.464660995,123.0099178
404,-1,123.989642809,123.801614777,123.999539021,124.454764783,124.019331446,124.464660995
405,0,120.753581416,120.050950349,120.654619294,122.901059466,124.167774629,123.86099205
406,1,122.703135222,120.318148078,120.77337384,121.931230669,121.020779146,117.161256383
407,0,128.650758761,128.551796639,128.650758761,128.10646709,128.13120762,128.472626941
408,-1,127.878854209,127.809580723,127.66113754,128.136155726,128.502315578,128.650758761
409,0,127.344458749,127.166326929,126.087639798,126.790270865,126.572554197,127.116845868
410,1,128.373664819,127.473109508,127.859061784,127.344458749,127.166326929,126.087639798
411,0,133.005092135,133.272289864,133.005092135,133.104054257,132.935818649,132.406371296
412,-1,135.375183118,135.286250516,135.57810731,136.152087618,136.171880043,136.280738377
413,0,133.141986666,133.013528463,132.934477261,133.398903072,133.211156468,133.30008907
414,1,131.926574438,132.460170051,132.42064445,131.916693038,131.936455838,129.37717318
415,0,130.236854999,130.138040997,129.989819994,131.926574438,132.460170051,132.42064445
416,-1,130.2664992,130.236854999,130.138040997,129.989819994,131.926574438,132.460170051
417,0,132.242779246,129.643970986,128.665712363,128.79426938,129.475987182,130.049503651
418,1,134.090601088,133.665700878,132.203253645,132.242779246,129.643970986,128.665712363
419,0,137.356403863,138.240789184,137.381107364,135.078741111,134.396924495,135.404827318
420,-1,136.175576536,136.36332314,136.36332314,136.847511752,137.356403863,138.240789184
421,0,132.904833061,134.900875907,135.375183118,136.096525334,136.175576536,136.36332314
422,1,138.744740595,135.375183118,135.375183118,135.404827318,135.128148112,132.904833061
423,0,143.043149694,142.687419286,142.667656486,141.511532659,141.145920851,140.908767245
424,-1,140.938411446,141.066869649,141.462125658,142.479909881,142.904810091,143.043149694
425,0,140.809953243,139.209166406,134.920638707,139.238810607,140.473985635,140.108373827
426,1,139.920627222,140.207187829,137.420632965,140.809953243,139.209166406,134.920638707
427,0,139.347506009,139.83169462,139.920627222,140.207187829,137.420632965,140.809953243
428,0,130.602466808,130.622229608,130.839620413,131.422623027,131.659776632,131.926574438
429,1,126.136073905,125.49378289,125.394968888,125.394968888,125.50366429,125.296154886
430,0,129.011561371,129.051086972,128.126385539,128.062946949,128.319863355,128.003658548
431,-1,129.180138059,129.051086972,129.199307975,129.20928819,129.258596377,129.39693598
432,0,126.195362306,126.560974115,126.679649731,126.37816821,127.272434931,127.272434931
433,1,127.865318945,127.084688327,126.560974115,126.659788117,126.630143916,125.355443287
434,0,130.434483004,130.444364404,128.804051966,128.715119364,129.070948587,129.960175793
435,-1,129.40681738,129.574801184,130.394957403,130.2664992,130.434483004,130.444364404
436,0,125.9088017,126.175599506,126.35346471,126.34358331,127.351486133,128.596542562
437,1,127.568876938,128.339626156,127.410774534,125.592596892,124.883112356,124.811966274
438,0,125.04911988,126.076785504,127.568876938,128.339626156,127.410774534,125.592596892
439,-1,126.679550917,126.491804313,125.04911988,126.076785504,127.568876938,128.339626156
440,0,126.284294908,126.007615702,126.679550917,126.491804313,125.04911988,126.076785504
441,1,126.481922913,126.284294908,126.007615702,126.679550917,126.491804313,125.04911988
442,0,128.399013371,129.046146272,129.209189376,129.258596377,129.298121978,129.149900974
443,-1,128.300100555,128.399013371,129.046146272,129.209189376,129.258596377,129.298121978
444,0,127.618283939,127.578758338,128.141998151,128.428558758,127.964132947,127.321841932
445,1,131.956218639,131.946337239,129.73665852,128.833696167,127.262553531,125.256629285
446,0,133.072816865,133.30997047,133.082698265,133.023409864,133.695345079,133.863328883
447,-1,135.296131916,135.523404121,135.385064518,135.671625125,135.701269325,135.721032126
448,0,122.341715032,123.408807442,124.347540464,124.989831479,124.643982471,126.462160112
449,1,122.539244222,122.529362822,122.371260418,122.381141818,123.201298037,121.984897669
