,indicator,1,2,3,4,5,6,7,8
274,1,173.294171839,173.234518079,174.179035941,174.318228047,174.834630759,173.403537065,172.906422401,172.439134617
275,0,181.078987476,178.961279007,178.374683704,178.116184079,177.747324998,177.827857574,174.835227297,174.785515831
276,-1,178.633183329,178.672952502,178.901625248,180.323373187,180.373084653,180.452622999,180.929853077,181.168468115
277,0,164.365992475,164.246684956,164.147262023,167.65689155,167.925333469,167.935275762,167.825910536,168.472159599
278,1,162.844821603,164.445530821,164.008069917,162.934302243,162.327822353,161.472785131,160.647574789,159.792537567
279,0,162.238341714,162.844821603,164.445530821,164.008069917,162.934302243,162.327822353,161.472785131,160.647574789
280,-1,163.153032695,162.974071416,162.039495848,162.119034194,161.999726675,162.238341714,162.844821603,164.445530821
281,0,161.542381184,162.755340964,162.596264272,163.033725176,163.252455628,163.232571041,163.153032695,162.974071416
282,1,165.340337216,162.506783632,161.323650732,161.542381184,160.637632496,163.410538091,160.697286255,160.43878663
283,0,167.637006964,167.318853579,168.521871065,169.217831595,169.317254528,168.690890051,167.418276511,166.482507868
284,-1,166.980815607,167.120007713,167.676776137,167.637006964,167.318853579,168.521871065,169.217831595,169.317254528
285,0,158.281308989,158.301193575,158.241539816,158.957384932,159.653345461,159.603633995,159.514153355,159.95161426
286,1,158.450327975,158.838077412,160.603828699,159.524095649,158.052636243,157.272166221,157.311935394,155.974696948
287,0,160.568036443,159.752768394,159.86213362,160.190229298,160.428844337,160.776725179,160.866305241,159.931729673
288,-1,160.070921779,160.269767644,160.269767644,160.180287005,160.737055428,160.816593775,163.829108638,164.74379962
289,0,149.373014212,149.293475865,149.631513837,150.257878313,151.003550309,150.138570794,149.661340717,149.369136717
290,1,148.567688456,147.82201646,147.712651234,147.454151609,147.12128363,147.444209316,147.295074916,147.096229051
291,0,150.456651991,150.446724135,149.990042776,149.940403498,149.940403498,149.910619931,150.24793602,150.228051433
292,-1,150.52614698,150.903405494,150.903405494,150.655209103,150.655209103,150.804126937,150.804126937,151.330303286
293,0,147.716563838,149.403703623,149.826233158,150.476507702,150.387157001,150.377229146,149.900692076,149.352773724
294,1,151.737345366,151.598355387,151.786984644,151.588427532,151.47922112,151.469293264,146.277024773,146.138034794
295,0,148.907906513,151.012611906,151.816768211,152.060000674,151.737345366,151.598355387,151.786984644,151.588427532
296,-1,148.520720144,148.381730165,148.719277256,148.917834369,148.907906513,151.012611906,151.816768211,152.060000674
297,0,143.92412299,143.348307363,143.358235219,143.278812374,143.824844433,143.844700145,143.417802353,143.834772289
298,1,141.283313393,141.94847972,141.084756281,141.452086939,140.980513797,140.538724222,140.489084943,138.573008808
299,0,141.78963403,141.571221207,141.610932629,141.601004773,141.47194265,141.769778319,141.968335432,142.186748255
300,-1,141.878984731,141.462014795,141.432231228,141.372664094,141.164179126,141.22374626,142.961120994,143.7652773
301,0,139.665072927,139.441696175,139.401984753,139.903341462,140.638002778,141.124467703,141.144323415,141.164179126
302,1,141.094684137,140.230960697,140.062187152,140.121754285,140.121754285,138.493585963,138.13618316,138.007121037
303,0,139.387092969,139.555866515,140.528697087,140.985477725,141.094684137,141.213818404,141.094684137,140.230960697
304,-1,138.801349487,138.791421632,139.387092969,139.555866515,140.528697087,140.985477725,141.094684137,141.213818404
305,0,141.174106982,141.184034837,139.867998296,138.493585963,138.245389572,137.97733747,138.215606005,140.250816409
306,1,140.6777142,140.816704179,141.174106982,141.184034837,139.867998296,138.493585963,138.245389572,137.97733747
307,0,141.908768298,141.442159083,141.739994752,141.849201164,141.38259195,141.025189147,141.213818404,141.372664094
308,-1,146.018900526,145.924585898,145.879910548,145.979189104,145.96638217,145.929549826,145.860054836,147.557718148
309,0,143.179533818,143.12989454,143.119966684,143.844700145,144.24181437,144.837485707,144.643892522,144.341092926
310,1,143.328451652,143.338379508,143.795060866,142.921409572,142.290990739,141.710211185,141.610932629,141.452086939
311,0,149.036968636,149.354660016,149.980114921,148.93769008,149.354660016,149.295092883,148.093822352,147.537862437
312,-1,153.593854368,153.464792245,153.653421502,154.080319294,154.596567786,155.112816279,154.949006661,156.125457552
313,0,147.597429571,147.527934581,147.428656025,147.448511736,147.706635983,147.746347405,147.974688084,147.766203116
314,1,147.577573859,147.279738191,147.021613944,146.890466972,146.654283286,146.584689018,146.594716153,146.515293308
315,0,147.642104921,147.369088891,147.30455783,147.299593902,147.676852416,147.379016747,147.309521758,147.279738191
316,-1,148.669637978,148.689493689,149.126319337,149.036968636,148.719277256,148.739132968,148.699421545,149.771629952
317,0,149.106463626,149.017112925,148.669637978,148.639854411,148.669637978,148.689493689,149.126319337,149.036968636
318,1,145.304094921,145.482796323,145.383517766,145.4430849,144.609145028,144.410587915,144.599217172,144.251742225
319,0,148.838411524,149.424155006,149.602856407,149.592928551,149.612784262,149.563144984,149.632639974,149.354560738
320,-1,148.649782267,149.592928551,149.721990674,150.039682054,150.585714114,150.317662012,150.268022734,150.605569825
321,0,144.80770214,144.668612883,144.658784306,144.787846429,144.767990718,144.867269274,145.045970675,145.045970675
322,1,144.663748234,144.678640017,144.55950575,144.619072883,144.619072883,144.609145028,144.360948637,144.192175091
323,0,146.644355431,146.569797235,144.905590797,144.952350997,144.708423584,144.663748234,144.678640017,144.55950575
324,-1,145.12539352,144.996331397,144.996331397,144.986403541,145.175032798,145.03604282,145.03604282,147.925048806
325,0,143.906043114,144.19351816,145.274027818,145.214550222,144.847771714,144.798207051,144.897336378,144.738729455
326,1,145.194724357,145.026204502,145.789500315,146.037323631,148.019910159,145.492112336,143.836652585,143.182399031
327,0,146.374363341,145.194724357,145.026204502,145.789500315,146.037323631,148.019910159,145.492112336,143.836652585
328,-1,148.049748086,147.435047133,146.374363341,145.194724357,145.026204502,145.789500315,146.037323631,148.019910159
329,0,148.228081744,148.198342946,148.049748086,147.435047133,146.374363341,145.194724357,145.026204502,145.789500315
330,1,147.801825641,148.228081744,148.198342946,148.049748086,147.435047133,146.374363341,145.194724357,145.026204502
331,0,147.058355693,146.760967714,146.71140305,147.216962615,147.256614346,148.43625333,148.525469723,148.505643858
332,-1,147.018703962,147.058355693,146.760967714,146.71140305,147.216962615,147.256614346,148.43625333,148.525469723
333,0,144.629687196,144.927075175,145.720109787,146.681664252,146.904705237,146.156278823,146.384276273,146.086789165
334,1,144.084475901,144.024998305,144.753598854,142.815620523,141.804501394,142.696665332,142.15829396,141.051118514
335,0,147.038529827,147.058355693,147.137659154,147.484611796,147.593654055,147.72252218,148.456079195,148.019910159
336,-1,148.158691216,148.267733475,148.019910159,148.237994677,148.188430014,148.218168811,148.644424915,148.693989578
337,0,132.248434331,132.436780051,132.387215388,132.555735243,132.466518849,132.543839723,132.724255097,132.486344714
338,1,123.762963992,122.860887122,123.069058707,122.771670728,122.960016448,123.009581112,122.83610479,122.464369817
339,0,127.202751618,126.171806623,126.062764364,125.963635038,125.894244509,125.814941048,125.854592779,125.874418644
340,-1,126.102416095,126.241197152,126.885537773,126.79632138,126.786408447,126.845886043,126.855798975,127.202751618
341,0,125.398597878,125.299468551,125.249903888,125.22016509,125.93389624,126.548498064,126.568323929,126.667651514
342,1,125.373815546,124.902951246,124.828604251,124.992167639,124.982254707,124.35773995,124.31808822,124.308175287
343,0,126.508846333,126.855798975,126.865711908,127.123448157,126.142067825,125.373815546,124.902951246,124.828604251
344,-1,126.320500613,126.439455805,126.449368737,126.588149794,126.508846333,126.855798975,126.865711908,127.123448157
345,0,123.653921733,123.653921733,123.396185485,123.822441588,123.316882023,123.782789857,124.1297425,124.456869277
346,1,124.69477966,123.961222645,123.762963992,123.723312262,123.762963992,122.751844863,122.632889671,122.404892221
347,0,124.610519733,124.526160676,125.170600427,125.170600427,125.101209898,125.101209898,125.210252157,126.399804074
348,-1,125.517553069,126.042938499,125.676159991,125.686072924,126.062764364,126.17676309,126.618979015,126.776495514
349,0,122.484195682,122.831148324,124.744344323,125.051645235,125.011993505,124.665040862,124.22391536,124.575923598
350,1,122.370196956,121.889419723,121.98854905,122.018287848,121.771455825,121.869593858,121.929071454,121.235166169
351,0,124.159481298,123.911657982,123.60435707,123.683660531,123.683264014,125.74555052,123.634095868,124.328001153
352,-1,128.878371642,128.838786793,128.739824671,128.798733773,128.768994975,128.917688964,128.937514829,130.850710829
353,0,127.760099662,127.760099662,127.671033752,127.888750421,129.096088311,128.571589064,128.848683006,128.838687831
354,1,130.639897416,130.709170901,130.709170901,130.125195419,127.48300572,126.938714049,126.156913284,125.978682502
355,0,133.173327742,133.034780771,132.114433036,132.094640611,131.718584547,131.619622425,131.926405004,131.698792123
356,-1,133.529591382,133.618657292,132.831908421,132.419236372,132.638932283,133.376200093,133.005092135,138.052160363
357,0,133.69782699,133.598864868,134.063986841,134.331184571,134.1926376,133.534539488,133.272289864,133.677935603
358,1,132.757686829,132.718101981,132.708205768,132.688413344,131.669103486,131.144604239,131.380332014,130.620104992
359,0,131.609726213,132.057035005,131.669103486,131.28315121,132.114433036,132.050107656,131.876923943,132.04515955
360,-1,133.598864868,133.598864868,133.776996687,133.687930777,133.203016379,133.351459562,133.460317897,134.123364115
361,0,130.966472419,131.688895911,131.451386817,131.688895911,132.04515955,132.361838341,133.559280019,133.598864868
362,1,133.598864868,132.638932283,132.094640611,133.410836835,132.193602733,131.580037576,131.807650457,130.867510297
363,0,133.301978501,133.400940623,133.618657292,133.895751234,133.598864868,132.638932283,132.094640611,133.410836835
364,-1,133.084261832,133.005092135,132.906130013,133.480110321,133.301978501,133.400940623,133.618657292,133.895751234
365,0,125.978781464,126.45379965,126.592346621,126.790270865,126.869440563,126.958506473,127.067364807,127.562175418
366,1,120.179601107,119.625413224,119.496762465,119.556139738,119.239460947,120.429975276,119.298838221,118.398282909
367,0,120.822854901,120.34714398,120.130120046,120.713996567,120.427006413,120.466591262,120.140016259,120.060846561
368,-1,119.951988227,119.92229959,119.467073828,119.625413224,119.704582921,120.179601107,120.733788991,121.3077693
369,0,119.447281404,119.427488979,119.793648831,120.397317776,118.705065488,119.110810189,119.348319282,119.358215494
370,1,119.56603595,119.338423069,119.625413224,119.447281404,119.427488979,119.793648831,120.397317776,118.705065488
371,0,122.332027264,122.148947338,121.545278393,121.416627634,121.406731422,121.347354149,121.179118541,122.148947338
372,-1,121.743202637,121.594759454,121.654136727,122.030192791,122.414165825,122.406248855,122.475522341,122.950540527
373,0,118.972263218,118.80402761,118.784235186,118.80402761,119.872818529,119.694686709,119.92229959,119.74416777
374,1,119.367715858,119.902507166,119.694686709,119.239460947,119.714479133,118.972263218,118.80402761,118.784235186
375,0,123.653171594,122.980229164,122.416145067,122.564588251,122.6041731,123.772915762,121.901542032,121.367146573
376,-1,124.576488193,124.32265035,122.34677262,121.780808243,121.62444809,121.654136727,124.088604931,124.553627943
377,0,123.623482957,123.54431326,124.576488193,124.32265035,122.34677262,121.780808243,121.62444809,121.654136727
378,1,123.821407202,123.623482957,123.54431326,124.576488193,124.32265035,122.34677262,121.780808243,121.62444809
379,0,125.736324265,125.018848879,124.969367818,124.528986375,124.621416997,124.39538751,124.266736751,124.316217812
380,-1,122.960436739,123.692756443,123.900576899,123.979746597,123.95005796,124.444868571,125.325631458,125.899611766
381,0,120.50617611,120.615034445,120.59524202,122.356767794,122.188532187,121.951023094,121.347354149,121.881749608
382,1,120.783270052,120.961401872,120.793166265,120.664515506,120.872335962,121.070260207,119.24935716,118.724857912
383,0,121.62444809,121.574967029,121.327561724,121.664032939,121.931230669,121.149429904,121.495797332,121.179217503
384,-1,118.952470793,118.873301095,121.317665512,121.62444809,121.574967029,121.327561724,121.664032939,121.931230669
385,0,118.012330633,118.051915482,118.53682988,118.378490485,118.002434421,119.229564735,120.298256692,119.427488979
386,1,118.239943514,117.794613964,117.032605624,117.022709412,116.597073324,116.171635161,115.44921167,115.429419246
387,0,118.081505156,118.477452607,119.447281404,120.209190782,120.669463612,120.159808683,120.219185956,120.229082169
388,-1,119.259253372,120.407213988,118.774338973,118.081505156,118.477452607,119.447281404,120.209190782,120.669463612
389,0,118.457660183,119.239460947,119.150395037,119.259253372,120.407213988,118.774338973,118.081505156,118.477452607
390,1,118.507141244,118.457660183,119.239460947,119.150395037,119.259253372,120.407213988,118.774338973,118.081505156
391,0,123.178054446,122.881267041,121.931230669,121.698669682,122.080564511,121.000986721,120.892128387,120.704100355
392,-1,125.305839034,125.241513654,126.424111014,126.602242833,127.354354961,127.285081476,127.344458749,127.413732235
393,0,122.401300749,123.554209472,120.921817023,120.832751114,120.822854901,120.68430793,123.306804167,123.049502649
394,1,123.465143562,123.059398861,122.401300749,123.554209472,120.921817023,120.832751114,120.822854901,120.68430793
395,0,122.663451411,122.83178598,123.18804962,123.465143562,123.059398861,122.401300749,123.554209472,120.921817023
396,-1,121.268184451,122.663451411,122.83178598,123.18804962,123.465143562,123.059398861,122.401300749,123.554209472
397,0,124.049020083,119.734271558,119.734271558,119.74416777,120.68430793,120.377525352,119.803545043,120.565553384
398,0,123.36618144,122.940644315,121.614551878,121.377042785,122.148947338,121.020779146,124.049020083,119.734271558
399,-1,125.146015206,123.36618144,122.940644315,121.614551878,121.377042785,122.148947338,121.020779146,124.049020083
400,0,124.358771525,125.146015206,123.36618144,122.940644315,121.614551878,121.377042785,122.148947338,121.020779146
401,0,123.841199626,123.885732581,123.692756443,124.256840539,124.474557208,124.049020083,124.049020083,123.989642809
402,-1,124.553726905,124.48445342,124.563623118,125.088122365,125.276150397,125.06832994,126.156913284,126.166809496
403,0,121.535382181,123.306804167,124.345906449,125.394904943,124.603207966,124.553726905,124.48445342,124.563623118
404,1,123.09898371,122.218220823,122.614069312,124.692273876,122.614069312,122.643757948,122.83178598,121.535382181
405,0,124.850613272,124.692273876,123.09898371,122.218220823,122.614069312,124.692273876,122.614069312,122.643757948
406,-1,124.919886757,124.890198121,124.850613272,124.692273876,123.09898371,122.218220823,122.614069312,124.692273876
407,0,124.989160243,124.919886757,124.890198121,124.850613272,124.692273876,123.09898371,122.218220823,122.614069312
408,1,125.973833358,124.989160243,124.919886757,124.890198121,124.850613272,124.692273876,123.09898371,122.218220823
409,0,134.885372455,134.90516488,135.538522461,135.4890414,135.4890414,135.320805792,135.281220944,135.251532307
410,-1,135.869253129,135.671625125,135.641980924,135.582692522,136.419285348,136.42918156,136.60731338,136.755756563
411,0,133.942380085,134.831706105,134.693366502,134.416687296,134.051075487,133.873210283,133.586649676,133.527361275
412,1,131.728946434,131.234876422,134.693366502,134.831706105,134.703247902,134.683485102,130.355431802,130.2566178
413,0,132.736849257,131.728946434,131.234876422,134.693366502,134.831706105,134.703247902,134.683485102,130.355431802
414,-1,135.800083327,135.118266712,133.981905686,132.736849257,131.728946434,131.234876422,134.693366502,134.831706105
415,0,134.772417704,135.800083327,135.118266712,133.981905686,132.736849257,131.728946434,131.234876422,134.693366502
416,1,135.02933411,134.772417704,135.800083327,135.118266712,133.981905686,132.736849257,131.728946434,131.234876422
417,0,138.674088584,138.364306687,140.306001831,139.258573407,138.675570794,137.825770374,135.523404121,135.89889733
418,-1,137.20324216,140.375171633,136.313916139,137.302056162,137.64790517,138.389010187,138.813910397,140.434460034
419,0,143.2803033,141.452244258,137.20324216,140.375171633,136.313916139,137.302056162,137.64790517,138.389010187
420,0,141.946314269,142.282281877,141.422600057,143.2803033,141.452244258,137.20324216,140.375171633,136.313916139
421,0,141.837618867,141.946314269,142.282281877,141.422600057,143.2803033,141.452244258,137.20324216,140.375171633
422,1,141.669635063,141.837618867,141.946314269,142.282281877,141.422600057,143.2803033,141.452244258,137.20324216
423,0,143.369235902,143.2704219,141.076751049,141.254616253,141.590583861,141.304023254,141.432481457,143.132082296
424,-1,138.566875391,138.734859195,141.304023254,140.661732239,140.740783441,141.402837257,141.392955856,143.369235902
425,0,134.258584892,134.466094297,134.466094297,134.683485102,134.683485102,135.948304331,136.027355533,135.88901593
426,1,134.861350306,135.078741111,138.013516978,135.730913526,135.869253129,135.523404121,135.157792313,134.258584892
427,0,134.732892103,134.762536304,134.584671099,134.861350306,135.078741111,138.013516978,135.730913526,135.869253129
428,-1,132.717086456,133.477954274,134.732892103,134.762536304,134.584671099,134.861350306,135.078741111,138.013516978
429,0,126.561764627,126.738839319,126.669669517,126.610381116,126.620262516,126.620262516,126.719076518,126.659788117
430,1,127.272434931,127.40079432,127.203265129,126.452278712,126.956032496,125.671648094,125.642003894,125.632122493
431,0,129.703259387,129.891005991,129.634089585,129.732903588,129.643970986,129.574801184,129.436461581,129.37717318
432,-1,128.458202958,128.458202958,128.379151757,128.260574954,128.161760952,128.655929777,129.703259387,129.891005991
433,0,127.796149143,127.64792814,126.867297522,126.916704523,127.262553531,127.65780954,127.470062936,127.460181535
434,1,128.359388956,128.329744755,128.428558758,128.408993585,128.151879551,127.796149143,127.64792814,126.867297522
435,0,129.920650192,130.167685198,130.108396796,129.871243191,128.665712363,128.626186762,128.151879551,128.51749136
436,-1,129.367291779,129.604445385,130.385076003,130.572822607,130.592585408,130.592585408,131.273413883,131.274402023
437,0,126.768483519,126.472041513,126.78824632,127.114332527,127.608402539,129.011561371,129.475987182,129.100493973
438,1,127.252672131,128.201286552,129.495651168,129.154841674,128.715119364,127.914725946,126.699313718,125.730936496
439,0,129.920650192,130.177566598,129.140019574,128.794170566,129.080731173,129.84653969,129.891005991,129.762547788
440,0,132.756612057,132.410763049,132.509577052,132.282304846,130.108396796,129.752666388,127.854647032,131.669658032
441,1,132.835663259,132.756612057,132.410763049,132.509577052,132.282304846,130.108396796,129.752666388,127.854647032
442,0,132.223016445,132.134083843,132.400881649,133.053054064,133.053054064,133.141986666,132.01550704,131.56096263
443,-1,135.553048322,135.572811122,136.313916139,136.017474132,135.997711332,136.610358146,136.76846055,137.142965618
444,0,131.600982301,131.877167437,131.066892618,130.582704007,130.404838803,130.434483004,131.422623027,131.422623027
445,1,130.315906201,129.505631383,129.604445385,129.584682584,129.495749982,129.594563985,129.495749982,129.426580181
446,0,130.898908815,132.657798055,132.810959759,131.318868324,130.790213412,131.57084403,131.412741626,130.750687811
447,-1,129.594563985,130.375194603,130.414720203,130.335669002,130.928553015,130.898908815,132.657798055,132.810959759
448,0,123.517502845,123.991810056,123.962165855,125.152874582,124.530741624,123.670664548,124.555049869,125.770462096
