,indicator,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
337,-1,127.068927027,127.414789247,127.202751618,126.940058903,125.953722105,125.755463453,125.349033214,125.358946147,125.319294416,125.22016509,123.683660531,123.653921733,123.445750148,122.622976739,121.929071454,123.622695995,123.158275101,124.040526106,123.871510605,124.829595544
338,0,128.650039783,128.729343244,127.331619742,127.068927027,127.414789247,127.202751618,126.940058903,125.953722105,125.755463453,125.349033214,125.358946147,125.319294416,125.22016509,123.683660531,123.653921733,123.445750148,122.622976739,121.929071454,123.622695995,123.158275101
339,1,128.768994975,129.026731223,128.650039783,128.729343244,127.331619742,127.068927027,127.414789247,127.202751618,126.940058903,125.953722105,125.755463453,125.349033214,125.358946147,125.319294416,125.22016509,123.683660531,123.653921733,123.445750148,122.622976739,121.929071454
340,0,126.780374653,126.582450409,126.260823512,126.800167078,127.388991704,127.542778842,127.388991704,127.344359787,128.383561032,128.304391334,128.828890581,128.670551186,128.700239822,128.580649255,128.630213918,128.82847257,128.82847257,130.146892611,129.006905358,129.423248529
341,-1,126.829855714,126.800167078,126.780374653,126.582450409,126.260823512,126.800167078,127.388991704,127.542778842,127.388991704,127.344359787,128.383561032,128.304391334,128.828890581,128.670551186,128.700239822,128.580649255,128.630213918,128.82847257,128.82847257,130.146892611
342,0,126.354837528,126.463695862,126.354837528,126.374629952,127.453317084,127.562175418,127.66113754,127.562175418,127.611656479,128.383462069,128.408301562,128.798113361,128.10646709,127.964357482,127.463213296,126.819959502,126.63193147,126.711101168,126.641827682,126.651723894
343,1,131.822890624,131.392009544,131.436542499,131.075330753,131.086414511,131.456334924,131.174292875,131.045642117,130.956576207,130.996161056,130.956576207,130.461765596,130.600312567,130.511246657,129.709653468,129.788823166,127.196015566,126.864492457,125.612720574,125.553244339
344,0,132.431111826,136.439077772,135.301013368,135.172362609,135.281220944,136.211464892,135.973955798,135.776031554,135.677069432,135.855201252,132.836856527,132.797271678,131.77796182,131.599830001,132.431111826,132.815282785,132.094640611,131.718584547,131.639414849,131.589933788
345,-1,133.118799613,133.107122083,132.995195923,133.07436562,133.133742894,133.460317897,133.391044411,132.925922437,132.718101981,132.777479254,133.005092135,132.975403498,133.292082289,132.719685375,131.847235306,132.252980007,132.579456048,132.913750096,132.431111826,136.439077772
346,0,130.630001204,130.897198934,130.877406509,130.778444387,131.792806139,132.351942129,132.98529971,133.193120167,133.223798425,133.450520646,132.906130013,132.817064103,132.856648952,132.866545164,132.8962338,132.698309556,132.549866373,132.4904891,133.064469408,133.212912591
347,1,130.798236811,132.050107656,131.460392371,131.675041213,131.827442881,132.104536823,131.876923943,131.827442881,131.857131518,131.520660303,132.064951975,131.975886065,132.055055762,131.728480759,131.916508791,131.580037576,132.574606904,132.42289797,132.638932283,130.437025066
348,0,133.460317897,133.400940623,133.499902745,133.588968655,133.579072443,133.648345929,133.005092135,133.024884559,133.25249744,133.25249744,133.806685324,132.292564855,131.773013714,132.173513423,131.779644177,130.615156885,131.738376972,131.233670149,131.253462573,131.174292875
349,-1,132.846752739,133.34156335,133.391044411,132.025367126,132.57955501,132.441008039,132.391526978,132.149069778,132.599347434,132.757686829,132.648828495,132.648828495,132.727998193,132.698309556,133.005092135,132.916026225,132.619139858,132.569658797,132.381630765,133.816581536
350,0,130.778444387,131.37221712,131.421698181,131.629518637,131.906612579,132.302461068,132.965408324,132.916026225,132.917906505,133.173327742,133.188172061,132.886337588,133.113950469,132.886337588,132.945714861,133.005092135,132.975403498,132.708205768,132.737894405,132.846752739
351,1,132.876441376,132.965507286,133.014988347,133.064469408,132.955611074,132.886337588,132.826960315,133.272289864,133.262393652,133.351459562,133.598864868,133.321770926,132.629036071,131.901664473,131.946197428,132.144121672,131.29433393,130.916991358,130.778444387,130.74875575
352,0,131.773013714,131.67207235,132.737894405,132.876441376,132.965507286,133.014988347,133.064469408,132.955611074,132.886337588,132.826960315,133.272289864,133.262393652,133.351459562,133.598864868,133.321770926,132.629036071,131.901664473,131.946197428,132.144121672,131.29433393
353,-1,129.452351951,129.729445892,129.353389828,129.422663314,130.481558021,131.733428865,131.773013714,131.67207235,132.737894405,132.876441376,132.965507286,133.014988347,133.064469408,132.955611074,132.886337588,132.826960315,133.272289864,133.262393652,133.351459562,133.598864868
354,0,120.486383686,120.496279898,120.605138233,120.397317776,120.446798837,121.692731955,121.540825097,122.000504155,121.802480948,121.555174605,121.505693544,120.902024599,120.733788991,120.822854901,120.971298084,121.179118541,122.346871582,122.218220823,121.951023094,122.040089003
355,1,122.109362489,121.871853396,121.76200544,121.555174605,120.36762914,120.446798837,120.298355654,119.872818529,120.174653001,119.308734433,118.831341156,118.873301095,118.863404883,118.962367005,118.883197308,119.348319282,119.16029125,119.348319282,117.86388745,117.784717752
356,0,120.164756789,121.3077693,121.050467782,122.140238671,122.396352643,122.505210977,122.089570064,121.842164759,121.822372335,121.861957184,121.901542032,121.406731422,121.228599602,121.446316271,121.832268547,122.139051126,121.48501046,121.960919306,121.901542032,121.870863775
357,-1,119.209772311,119.669946179,119.07122534,118.868649876,118.62589579,118.764442761,118.784235186,118.744650337,118.774338973,119.575932163,119.595724587,119.74416777,119.635309436,119.556139738,120.164756789,121.3077693,121.050467782,122.140238671,122.396352643,122.505210977
358,0,119.298838221,119.378007918,119.467073828,119.368111706,119.298838221,120.436902625,120.288459442,120.041054137,120.060846561,119.882714741,119.427488979,119.24935716,119.209772311,119.669946179,119.07122534,118.868649876,118.62589579,118.764442761,118.784235186,118.744650337
359,1,120.486383686,120.704100355,119.912403378,119.298838221,119.378007918,119.467073828,119.368111706,119.298838221,120.436902625,120.288459442,120.041054137,120.060846561,119.882714741,119.427488979,119.24935716,119.209772311,119.669946179,119.07122534,118.868649876,118.62589579
360,0,122.51510719,122.861474617,121.99981142,121.762995061,121.386938997,121.199702662,121.551611969,124.063864401,123.504728411,123.207842044,123.435454925,123.425558713,123.653171594,121.762995061,122.139051126,122.317182945,121.723410213,121.644240515,121.090052631,121.238495814
361,-1,124.914938651,124.543929655,124.331062131,124.029227658,124.266736751,124.197463266,124.246944327,124.207359478,123.930265536,123.821407202,123.336492803,123.326596591,122.51510719,122.861474617,121.99981142,121.762995061,121.386938997,121.199702662,121.551611969,124.063864401
362,0,125.617569718,124.914938651,124.543929655,124.331062131,124.029227658,124.266736751,124.197463266,124.246944327,124.207359478,123.930265536,123.821407202,123.336492803,123.326596591,122.51510719,122.861474617,121.99981142,121.762995061,121.386938997,121.199702662,121.551611969
363,1,125.206876911,125.617569718,124.914938651,124.543929655,124.331062131,124.029227658,124.266736751,124.197463266,124.246944327,124.207359478,123.930265536,123.821407202,123.336492803,123.326596591,122.51510719,122.861474617,121.99981142,121.762995061,121.386938997,121.199702662
364,0,121.070260207,121.258189277,121.822372335,122.089570064,122.713031434,122.910955678,123.178153408,122.940644315,122.83178598,123.376077652,123.752133716,123.880784475,123.910473112,124.227151902,125.206876911,125.617569718,124.914938651,124.543929655,124.331062131,124.029227658
365,-1,120.159808683,120.060846561,121.97091448,121.832268547,121.070260207,121.258189277,121.822372335,122.089570064,122.713031434,122.910955678,123.178153408,122.940644315,122.83178598,123.376077652,123.752133716,123.880784475,123.910473112,124.227151902,125.206876911,125.617569718
366,0,119.259253372,118.902989732,118.695169276,118.353749954,118.863404883,119.428280676,119.389883373,119.506658677,119.793648831,119.754063982,119.853026104,119.83323368,119.823337468,120.288459442,120.436902625,120.238978381,120.159808683,120.060846561,121.97091448,121.832268547
367,1,121.168232708,121.149429904,120.436902625,121.099849881,120.743784166,120.575449596,120.644723081,120.560605278,120.68430793,120.624930657,120.644723081,120.803062477,121.030675358,118.437867758,118.615999578,118.754546549,119.259253372,118.902989732,118.695169276,118.353749954
368,0,119.259253372,119.298838221,120.427006413,119.457177616,118.635792002,119.091017764,118.937626475,118.764442761,119.417592767,118.724857912,118.823820034,118.902989732,118.853508671,118.685273063,121.119741268,121.535382181,121.189014753,121.168232708,121.149429904,120.436902625
369,-1,119.991573075,119.83323368,119.546243526,119.239460947,119.259253372,119.298838221,120.427006413,119.457177616,118.635792002,119.091017764,118.937626475,118.764442761,119.417592767,118.724857912,118.823820034,118.902989732,118.853508671,118.685273063,121.119741268,121.535382181
370,0,120.229082169,117.844095025,118.022226845,118.180566241,118.338905636,119.674894285,117.24042608,117.403713582,116.409144255,116.508106377,115.597654853,116.023191978,115.191910152,115.290971237,115.290872275,115.726305612,115.62734349,117.764925328,117.814406389,118.309216999
371,1,117.972745784,119.031640491,120.080638985,120.130120046,120.041054137,120.149912471,120.199393532,120.229082169,117.844095025,118.022226845,118.180566241,118.338905636,119.674894285,117.24042608,117.403713582,116.409144255,116.508106377,115.597654853,116.023191978,115.191910152
372,0,118.329009424,118.576414729,119.041536703,118.98215943,117.913368511,117.705548054,117.764925328,117.972745784,119.031640491,120.080638985,120.130120046,120.041054137,120.149912471,120.199393532,120.229082169,117.844095025,118.022226845,118.180566241,118.338905636,119.674894285
373,-1,118.457660183,118.655584427,118.081604118,117.458142749,118.150877604,118.329009424,118.576414729,119.041536703,118.98215943,117.913368511,117.705548054,117.764925328,117.972745784,119.031640491,120.080638985,120.130120046,120.041054137,120.149912471,120.199393532,120.229082169
374,0,120.86243975,119.689738603,121.550226499,121.271450201,119.140498825,117.518212757,119.100913976,118.972263218,118.457660183,118.655584427,118.081604118,117.458142749,118.150877604,118.329009424,118.576414729,119.041536703,118.98215943,117.913368511,117.705548054,117.764925328
375,1,120.852543538,120.852543538,120.140016259,120.436902625,120.238978381,119.843129892,120.417110201,120.555657172,120.86243975,119.689738603,121.550226499,121.271450201,119.140498825,117.518212757,119.100913976,118.972263218,118.457660183,118.655584427,118.081604118,117.458142749
376,0,122.891163254,122.713031434,122.346871582,122.238013248,122.366664006,123.514723585,124.308498767,125.226669336,124.850712234,125.038641304,126.2509273,126.463695862,127.027779958,127.106949656,127.067364807,127.413732235,126.028262525,126.226186769,126.374629952,126.889232987
377,-1,120.624930657,120.763477628,120.585345808,120.496279898,122.891163254,122.713031434,122.346871582,122.238013248,122.366664006,123.514723585,124.308498767,125.226669336,124.850712234,125.038641304,126.2509273,126.463695862,127.027779958,127.106949656,127.067364807,127.413732235
378,0,120.793166265,119.74416777,119.417493805,119.199876098,119.170187462,119.546243526,120.436902625,119.516554889,119.031640491,119.872818529,121.268184451,121.045519676,122.561619387,123.069295074,122.396352643,121.792683698,122.307286733,119.942092014,120.624930657,120.763477628
379,1,120.021261712,120.916868917,120.793166265,119.74416777,119.417493805,119.199876098,119.170187462,119.546243526,120.436902625,119.516554889,119.031640491,119.872818529,121.268184451,121.045519676,122.561619387,123.069295074,122.396352643,121.792683698,122.307286733,119.942092014
380,0,122.713031434,121.317665512,120.021261712,120.916868917,120.793166265,119.74416777,119.417493805,119.199876098,119.170187462,119.546243526,120.436902625,119.516554889,119.031640491,119.872818529,121.268184451,121.045519676,122.561619387,123.069295074,122.396352643,121.792683698
381,-1,123.583898109,123.336492803,122.713031434,121.317665512,120.021261712,120.916868917,120.793166265,119.74416777,119.417493805,119.199876098,119.170187462,119.546243526,120.436902625,119.516554889,119.031640491,119.872818529,121.268184451,121.045519676,122.561619387,123.069295074
382,0,123.484935986,122.930748103,123.049502649,123.583898109,123.336492803,122.713031434,121.317665512,120.021261712,120.916868917,120.793166265,119.74416777,119.417493805,119.199876098,119.170187462,119.546243526,120.436902625,119.516554889,119.031640491,119.872818529,121.268184451
383,1,123.603690533,123.059398861,123.484935986,122.930748103,123.049502649,123.583898109,123.336492803,122.713031434,121.317665512,120.021261712,120.916868917,120.793166265,119.74416777,119.417493805,119.199876098,119.170187462,119.546243526,120.436902625,119.516554889,119.031640491
384,0,124.385491298,124.197463266,124.890198121,124.989160243,124.593311754,125.86992313,123.494931161,122.083830261,122.970332951,123.236837946,123.141537423,123.63337917,123.164991446,124.019331446,123.801614777,123.851095838,124.009435234,123.603690533,123.059398861,123.484935986
385,-1,122.910955678,121.149429904,122.079673852,122.33697537,122.307286733,120.466591262,122.346871582,120.86243975,120.882232175,123.118776135,124.326114024,124.543830693,123.95005796,124.197463266,124.385491298,124.197463266,124.890198121,124.989160243,124.593311754,125.86992313
386,0,127.151482611,124.61923983,125.587881082,125.936227751,126.434007226,125.968885252,124.702170089,124.791235998,124.741754937,124.801132211,124.514142057,122.910955678,121.149429904,122.079673852,122.33697537,122.307286733,120.466591262,122.346871582,120.86243975,120.882232175
387,1,126.226186769,126.572554197,126.552761772,127.151482611,124.61923983,125.587881082,125.936227751,126.434007226,125.968885252,124.702170089,124.791235998,124.741754937,124.801132211,124.514142057,122.910955678,121.149429904,122.079673852,122.33697537,122.307286733,120.466591262
388,0,135.301013368,135.261428519,135.251532307,135.182258821,134.964542153,135.152570185,135.22184367,135.033815638,135.023919426,135.518730037,135.770489675,135.053608063,135.157518291,134.999178896,135.305961474,134.588486089,134.855683818,134.697344423,134.618174725,134.519212603
389,-1,134.327754694,134.634078101,134.485857097,134.634078101,134.535264098,133.675582279,133.413725173,134.416687296,134.219059291,134.5945525,135.118266712,135.770439127,135.582692522,135.503641321,135.543166922,135.365301717,136.152087618,136.42918156,136.419285348,136.617209592
390,0,132.85542606,132.321830447,132.351474648,130.730925011,131.392978826,132.183490844,133.221136682,133.140208014,132.638035255,132.509577052,132.410763049,132.529339852,132.717086456,132.460170051,133.991787086,134.080719688,133.883091683,133.872222143,134.416687296,133.823803282
391,1,136.620239546,137.568952782,137.420632965,139.031301202,138.537330005,137.667766784,135.414708719,135.444352919,135.800083327,135.286250516,135.009571309,133.794159081,134.347517494,134.515501298,134.238822092,134.416687296,133.555720894,132.520940662,131.412741626,129.031324172
392,0,135.671625125,135.800083327,135.256606315,135.968067131,137.568853968,137.23288636,138.537231191,136.620239546,137.568952782,137.420632965,139.031301202,138.537330005,137.667766784,135.414708719,135.444352919,135.800083327,135.286250516,135.009571309,133.794159081,134.347517494
393,-1,141.086533635,141.630109462,140.244045452,141.630010648,141.694338563,140.078729626,140.839597444,140.029322625,136.36332314,135.671625125,135.800083327,135.256606315,135.968067131,137.568853968,137.23288636,138.537231191,136.620239546,137.568952782,137.420632965,139.031301202
394,0,142.87516589,141.620228062,141.185446451,141.689397863,141.086533635,141.630109462,140.244045452,141.630010648,141.694338563,140.078729626,140.839597444,140.029322625,136.36332314,135.671625125,135.800083327,135.256606315,135.968067131,137.568853968,137.23288636,138.537231191
395,1,143.201252098,143.181489297,143.3000661,143.319828901,142.87516589,141.620228062,141.185446451,141.689397863,141.086533635,141.630109462,140.244045452,141.630010648,141.694338563,140.078729626,140.839597444,140.029322625,136.36332314,135.671625125,135.800083327,135.256606315
396,0,141.531295459,141.56093966,141.481888458,141.353430255,141.007482433,140.23683203,140.513511236,141.265979863,141.215189466,141.486829158,142.558961083,143.201252098,143.181489297,143.3000661,143.319828901,142.87516589,141.620228062,141.185446451,141.689397863,141.086533635
397,-1,141.12615805,141.323786055,141.027344048,140.987818447,141.422600057,141.531295459,141.56093966,141.481888458,141.353430255,141.007482433,140.23683203,140.513511236,141.265979863,141.215189466,141.486829158,142.558961083,143.201252098,143.181489297,143.3000661,143.319828901
398,0,140.997798661,141.205209252,141.847500267,141.12615805,141.323786055,141.027344048,140.987818447,141.422600057,141.531295459,141.56093966,141.481888458,141.353430255,141.007482433,140.23683203,140.513511236,141.265979863,141.215189466,141.486829158,142.558961083,143.201252098
399,1,134.268466292,134.317873293,135.711150725,135.256606315,135.711150725,136.33861964,136.362335,137.440395765,137.321720149,137.736837772,138.290196185,138.547112591,138.695333594,140.187425029,140.483867035,140.217069229,141.12615805,140.958174246,143.216074198,139.456201412
400,0,134.456212897,134.268466292,134.317873293,135.711150725,135.256606315,135.711150725,136.33861964,136.362335,137.440395765,137.321720149,137.736837772,138.290196185,138.547112591,138.695333594,140.187425029,140.483867035,140.217069229,141.12615805,140.958174246,143.216074198
401,0,126.304057709,126.600499716,126.570855515,126.630143916,126.659788117,127.153858128,127.193383729,127.055044126,127.203265129,127.154055756,128.443380858,130.147922397,130.518474906,130.306024801,130.369364576,130.614917372,130.404838803,130.68151801,130.651873809,130.977960016
402,1,127.450201321,127.806030543,127.756623542,127.66769094,127.272434931,127.311960532,127.311960532,127.529351337,127.479944336,127.618283939,126.704155604,127.22302793,126.961170824,126.968087804,126.213148827,125.562952692,125.414731688,125.612359693,125.553071291,125.315917686
403,0,129.446441795,129.337647579,129.278359177,129.37717318,129.475987182,129.723022188,128.754644965,128.754644965,129.051086972,129.298121978,129.41669878,128.468084359,129.073715379,128.458104144,128.586661161,127.993777148,128.08765045,127.391011734,127.450201321,127.806030543
404,-1,127.420655934,127.371248933,127.470062936,127.687453741,128.280337754,128.161760952,128.132116751,127.371248933,127.63804674,128.290219155,129.475987182,129.594563985,129.574801184,129.303062678,129.446441795,129.337647579,129.278359177,129.37717318,129.475987182,129.723022188
405,0,127.381229148,126.832712621,126.427575212,126.674610217,126.877178922,127.292098918,127.420655934,127.371248933,127.470062936,127.687453741,128.280337754,128.161760952,128.132116751,127.371248933,127.63804674,128.290219155,129.475987182,129.594563985,129.574801184,129.303062678
406,1,127.890022445,128.033302749,127.974014347,128.013539948,127.810971243,127.776386343,127.450300135,127.420853563,127.519469937,127.588639738,127.618283939,128.08270975,127.875200345,127.964132947,128.11235395,127.351486133,126.837653321,127.381229148,126.832712621,126.427575212
407,0,129.169663775,129.475987182,130.118278197,130.404838803,130.592585408,130.454245804,130.671636609,130.474008605,129.988831854,129.466105782,130.671636609,130.108396796,129.456224381,129.881124591,130.424601604,130.582704007,130.385076003,130.335669002,130.187447998,129.723022188
408,-1,126.165718106,126.234887907,126.264532108,126.758602119,126.709195118,127.480240778,128.992391455,128.774407766,128.917688069,128.764526365,129.224011476,129.298121978,129.080731173,129.169663775,129.475987182,130.118278197,130.404838803,130.592585408,130.454245804,130.671636609
409,0,126.106429704,126.165718106,126.234887907,126.264532108,126.758602119,126.709195118,127.480240778,128.992391455,128.774407766,128.917688069,128.764526365,129.224011476,129.298121978,129.080731173,129.169663775,129.475987182,130.118278197,130.404838803,130.592585408,130.454245804
410,1,128.601483262,129.075790473,129.39693598,129.39693598,129.37717318,129.347528979,129.199307975,129.100493973,127.035281326,126.560974115,126.956230124,126.837653321,126.630143916,126.541211314,127.85237431,128.576779761,128.468084359,127.717097941,126.422535698,125.078764081
411,0,127.645754232,127.956227827,127.875200345,127.835674744,127.796149143,127.707216541,127.855437545,128.477965759,128.655830963,128.023421348,127.914725946,126.877178922,129.753061644,128.97203577,128.744763565,128.601483262,129.075790473,129.39693598,129.39693598,129.37717318
412,-1,132.400881649,132.361356048,132.242779246,129.889919037,129.415018942,127.292197732,126.896941722,127.645754232,127.956227827,127.875200345,127.835674744,127.796149143,127.707216541,127.855437545,128.477965759,128.655830963,128.023421348,127.914725946,126.877178922,129.753061644
413,0,132.707205056,132.400881649,132.361356048,132.242779246,129.889919037,129.415018942,127.292197732,126.896941722,127.645754232,127.956227827,127.875200345,127.835674744,127.796149143,127.707216541,127.855437545,128.477965759,128.655830963,128.023421348,127.914725946,126.877178922
414,0,134.18941509,134.030324547,134.011549886,133.201275068,132.796730542,133.523211087,132.766098202,132.948805292,132.187937474,132.134083843,132.084676842,132.163728044,132.153846644,132.232897845,131.847523236,132.134083843,132.381118849,132.786256258,132.756612057,131.852463937
415,-1,131.224995022,131.294164824,132.064914041,132.391197877,133.833684682,133.374199572,134.673504888,134.69208192,134.540204798,135.261547015,135.108385312,135.444352919,135.404827318,135.375183118,135.572811122,135.879134529,135.968067131,135.721032126,136.462137143,136.580911573
416,0,131.180528721,130.474700303,130.2813213,130.147724769,130.108396796,130.236854999,128.784289166,131.096536819,131.027367018,130.236854999,130.621241468,130.71116221,130.582605193,129.881124591,129.999701394,130.390016703,130.493771405,130.172625898,129.40681738,129.367291779
417,1,128.448321558,129.100493973,129.564919784,129.070849772,130.2467364,129.83171759,129.989819994,130.286262,130.592585408,132.539221252,131.303354526,129.915709492,130.42647907,131.180528721,130.474700303,130.2813213,130.147724769,130.108396796,130.236854999,128.784289166
418,0,125.236866484,125.24467279,126.719076518,128.448321558,129.100493973,129.564919784,129.070849772,130.2467364,129.83171759,129.989819994,130.286262,130.592585408,132.539221252,131.303354526,129.915709492,130.42647907,131.180528721,130.474700303,130.2813213,130.147724769
419,-1,123.369281841,123.211179438,123.665723848,124.416710265,122.381043004,123.458214443,124.546156608,125.236866484,125.24467279,126.719076518,128.448321558,129.100493973,129.564919784,129.070849772,130.2467364,129.83171759,129.989819994,130.286262,130.592585408,132.539221252
